SetID,Number,Variant,Theme,SubTheme,Year,SetName,Minifigs,Pieces,UKPrice,USPrice,CAPrice,Image,ImageFilename,InstructionsAvailable,EAN,UPC
224,"1275","1","Rock Raiders","Promotional","2000","Chainsaw Bulldozer",1,22,,,,"True","1275-1","",""
225,"1276","1","Rock Raiders","Promotional","2000","Helicopter Transport",1,22,,,,"True","1276-1","",""
226,"1277","1","Rock Raiders","Promotional","2000","Drill Craft",1,27,,,,"True","1277-1","",""
227,"1278","1","Adventurers","Dino Island","2000","Jones and Baby Tyranno",1,23,,,,"True","1278-1","",""
228,"1279","1","Adventurers","Dino Island","2000","Cunningham's Dinofinder",1,21,,,,"True","1279-1","",""
230,"1280","1","Adventurers","Dino Island","2000","Dr. Kilroy's Microcopter",1,28,,,,"True","1280-1","",""
231,"1281","1","Adventurers","Dino Island","2000","Mike's Dinohunter",1,24,,,,"True","1281-1","",""
232,"1282","1","Town","Race","2000","Blue Racer",1,23,,,,"True","1282-1","",""
233,"1283","1","Town","Race","2000","Red Four Wheel Driver",1,20,,,,"True","1283-1","",""
234,"1284","1","Town","Race","2000","Green Buggy",1,23,,,,"True","1284-1","",""
235,"1285","1","Town","Race","2000","Yellow Tiger",1,23,,,,"True","1285-1","",""
236,"1286","1","Castle","Knights' Kingdom I","2000","King Leo's Spear Cart",1,22,,,,"True","1286-1","",""
237,"1287","1","Castle","Knights' Kingdom I","2000","Richard's Arrowseat",1,15,,,,"True","1287-1","",""
238,"1288","1","Castle","Knights' Kingdom I","2000","Bull's Fire Attacker",1,24,,,,"True","1288-1","",""
239,"1289","1","Castle","Knights' Kingdom I","2000","Weezil's Stone Bomber",1,22,,,,"True","1289-1","",""
240,"1290","1","Technic","Robo Riders","2000","Lava Buggy",,35,,,,"True","1290-1","",""
241,"1291","1","Technic","Robo Riders","2000","Power Bike",,32,,,,"True","1291-1","",""
242,"1292","1","Technic","Robo Riders","2000","Frost Flyer",,33,,,,"True","1292-1","",""
243,"1293","1","Technic","Robo Riders","2000","Swamp Craft",,25,,,,"True","1293-1","",""
244,"1294","1","Town","City","2000","Fire Helicopter",1,31,,,,"True","1294-1","",""
245,"1295","1","Town","City","2000","Water Rider",1,30,,,,"True","1295-1","",""
246,"1296","1","Town","City","2000","Land Scooper",1,30,,,,"True","1296-1","",""
247,"1297","1","Town","City","2000","Speed Patroller",1,34,,,,"True","1297-1","",""
248,"1298","1","Classic","","1998","Advent Calendar",,216,,20,,"True","1298-1","",""
253,"1349","1","Studios","","2000","Steven Spielberg Moviemaker Set",7,442,,180,,"True","1349-1","",""
254,"1351","1","Studios","","2001","Movie Backdrop Studio",3,211,,60,,"True","1351-1","",""
255,"1352","1","Studios","","2001","Explosion Studio",4,233,24.99,35,,"True","1352-1","",""
256,"1353","1","Studios","","2001","Car Stunt Studio",2,166,14.99,20,,"True","1353-1","5702012012440",""
257,"1354","1","Studios","","2001","Dino Head Attack",2,94,,10,,"True","1354-1","",""
258,"1355","1","Studios","","2001","Temple of Gloom",2,58,,7,,"True","1355-1","",""
259,"1356","1","Studios","","2001","Stuntman Catapault",2,29,2.99,4,,"True","1356-1","",""
260,"1357","1","Studios","","2001","Cameraman",1,21,1.99,2,,"True","1357-1","",""
262,"1360","1","Studios","","2001","Director's Copter",1,22,,3,,"True","1360-1","",""
263,"1361","1","Studios","","2001","Camera Car",1,20,,3,,"True","1361-1","",""
264,"1362","1","Studios","","2001","Air Boat",1,24,,3,,"True","1362-1","",""
265,"1363","1","Studios","","2001","Stunt Go-Cart",1,25,,3,,"True","1363-1","",""
267,"1370","1","Studios","Jurassic Park III","2001","Raptor Rumble",3,157,14.99,20,,"True","1370-1","",""
268,"1371","1","Studios","Jurassic Park III","2001","Spinosaurus Attack",2,155,24.99,35,,"True","1371-1","",""
269,"1374","1","Studios","Spider-Man","2002","Green Goblin",2,58,4.99,7,,"True","1374-1","",""
270,"1375","1","Studios","Spider-Man","2002","Wrestling Scene",,,14.99,24,,"True","1375-1","",""
271,"1376","1","Studios","Spider-Man","2002","Spider-Man Action Studio",5,248,24.99,30,,"True","1376-1","",""
272,"1380","1","Studios","","2002","Werewolf Ambush",3,117,7.99,10,,"True","1380-1","",""
273,"1381","1","Studios","","2002","Vampire's Crypt",4,176,14.99,20,,"True","1381-1","",""
274,"1382","1","Studios","","2002","Scary Laboratory",6,493,39.99,50,,"True","1382-1","",""
275,"1383","1","Studios","","2002","Curse of the Pharaoh",2,51,2.99,4,,"True","1383-1","",""
276,"1384","1","Explore","Imagination","2002","BIRD ",,6,,,,"True","1384-1","",""
277,"1385","1","Clikits","","2003","Clikits Bracelet",,13,1.49,,,"True","1385-1","",""
278,"1386","1","Clikits","","2004","Jewelry Sample",,16,,,,"True","1386-1","",""
279,"1388","1","Bionicle","Matoran","2001","Huki",,8,,2,,"True","1388-1","","042884013882"
280,"1389","1","Bionicle","Matoran","2001","Onepu",,8,,2,,"True","1389-1","","042884013899"
281,"1390","1","Bionicle","Matoran","2001","Maku",,8,,2,,"True","1390-1","","042884013905"
282,"1391","1","Bionicle","Matoran","2001","Jala",,8,,2,,"True","1391-1","","042884013912"
283,"1392","1","Bionicle","Matoran","2001","Kongu",,8,,2,,"True","1392-1","","042884013929"
284,"1393","1","Bionicle","Matoran","2001","Matoro",,8,,2,,"True","1393-1","","042884013936"
286,"1403","1","Duplo","","2001","Racing Leopard",1,2,2.99,3,,"True","1403-1","",""
287,"1404","1","Duplo","","2001","Racing Tiger",1,2,2.99,3,,"True","1404-1","",""
288,"1405","1","Duplo","","2001","Racing Lion",1,2,2.99,3,,"True","1405-1","",""
289,"1406","1","Duplo","","2001","Nursing the Baby",1,5,2.99,,,"True","1406-1","",""
290,"1407","1","Duplo","","2001","Cooking with Mummy",1,6,2.99,,,"True","1407-1","",""
291,"1408","1","Duplo","","2001","Walking the dog with Daddy",1,4,2.99,,,"True","1408-1","",""
292,"1411","1","Studios","","2001","Pirates Treasure Hunt",4,31,,0,,"True","1411-1","",""
293,"1413","1","Space","Life On Mars","2001","Rover",1,29,,,,"True","1413-1","",""
294,"1414","1","Space","Life On Mars","2001","Double Hover",1,21,,,,"True","1414-1","",""
295,"1415","1","Space","Life On Mars","2001","Jet Scooter",1,24,,,,"True","1415-1","",""
296,"1416","1","Space","Life On Mars","2001","Worker Robot",1,30,,,,"True","1416-1","",""
297,"1417","1","Bionicle","Matoran","2001","Vakama",,28,,,,"True","1417-2","",""
298,"1418","1","Bionicle","Matoran","2001","Matau",,25,,,,"True","1418-1","",""
299,"1419","1","Bionicle","Matoran","2001","Nokama",,27,,,,"True","1419-1","",""
300,"1420","1","Bionicle","Matoran","2001","Nuju",,29,,,,"True","1420-1","",""
301,"1421","1","Studios","","2001","Director's Copter",1,22,,,,"True","1421-1","",""
302,"1422","1","Studios","","2001","Camera Cart",1,20,,,,"True","1422-1","",""
303,"1423","1","Studios","","2001","Air Boat",1,24,,,,"True","1423-1","",""
304,"1424","1","Studios","","2001","Stunt Go-Kart",1,25,,,,"True","1424-1","",""
305,"1425","1","Alpha Team","Mission Deep Sea","2002","Alpha Team Jet Sub",1,22,,,,"True","1425-1","",""
306,"1426","1","Alpha Team","Mission Deep Sea","2002","Alpha Team Wing Diver",1,21,,,,"True","1426-1","",""
307,"1427","1","Alpha Team","Mission Deep Sea","2002","Ogel Underwater Slizer",1,21,,,,"True","1427-1","",""
308,"1428","1","Sports","Football","2002","Kick 'n' Score",1,24,,,,"True","1428-1","",""
309,"1429","1","Sports","Football","2002","Goalkeeper Training",1,23,,,,"True","1429-1","",""
310,"1430","1","Sports","Football","2002","Precision Training",1,16,,,,"True","1430-1","",""
311,"1431","1","Bionicle","Bohrok Va","2003","Tahnok Va",,27,,,,"True","1431-1","",""
312,"1432","1","Bionicle","Bohrok Va","2003","Nuhvok Va",,26,,,,"True","1432-1","",""
313,"1433","1","Bionicle","Bohrok Va","2003","Gahlok Va",,26,,,,"True","1433-1","",""
314,"1434","1","Bionicle","Bohrok Va","2003","Lehvak Va",,25,,,,"True","1434-1","",""
6944,"1435","1","Jack Stone","","2002","Super Glider",1,6,,,,"True","1435-1","",""
6598,"1436","1","Jack Stone","","2002","Ultralight Flyer",1,15,,,,"True","1436-1","",""
6599,"1437","1","Jack Stone","","2002","Turbo Chopper",1,12,,,,"True","1437-1","",""
315,"1441","1","Bionicle","","2003","Fikou",,13,,,,"True","1441-1","",""
316,"1450","1","Duplo","","2000","DUPLO Bucket",,50,,,,"True","1450-1","",""
323,"1456","1","Baby","","2001","Squirt Frog",,1,3.99,,,"False","","",""
326,"1457","1","Baby","","2001","Caterpillar",,3,6.99,8,,"True","1457-1","",""
328,"1461","1","Town","Racing","1992","Turbo Force",1,31,,,,"True","1461-1","",""
329,"1462","1","Space","Blacktron 2","1992","Galactic Scout",1,23,,2,,"True","1462-1","",""
330,"1463","1","Castle","Crusaders","1992","Treasure Cart",1,23,,2,,"True","1463-1","",""
331,"1464","1","Pirates","","1992","Pirate Lookout",1,17,,,,"True","1464-1","","042884014643"
333,"1467","1","Town","Special","1986","Race Car",1,46,,,,"True","1467-1","",""
334,"1468","1","Town","Special","1986","Petrol Tanker",1,40,,,,"True","1468-1","",""
339,"1469","1","Town","Special","1986","Helicopter",,40,,,,"True","1469-1","",""
341,"1470","1","Town","Special","1986","Petrol Pumps and Garage Staff",2,32,,,,"True","1470-1","",""
342,"1472","1","Town","Leisure","1987","Vacation House",4,353,,,,"True","1472-1","",""
9412,"1474","1","Basic","Universal Building Set","1991","Basic Building Set with Gift Item",1,69,,,,"False","","",""
343,"1475","1","Town","Flight","1991","Airport Security Squad",2,123,,10,,"True","1475-1","",""
344,"1476","1","Assorted","Bonus/Value Pack","1991","Five Set Bonus Pack",,158,,,,"True","1476-1","","042884014766"
349,"1477","1","Town","Racing","1991","Red Race Car Number 3",1,39,,,,"True","1477-1","",""
350,"1478","1","Space","M-Tron","1991","Mobile Satellite Up-Link",1,31,,,,"True","1478-1","",""
351,"1479","1","Space","Blacktron 2","1991","Two-Pilot Craft",2,34,,,,"True","1479-1","",""
353,"1480","1","Castle","Crusaders","1991","King's Catapult",1,33,,,,"True","1480-1","",""
354,"1481","1","Pirates","","1991","Pirates Desert Island",1,21,,,,"True","1481-1","",""
355,"1484","1","Town","Special","1987","Houses",2,197,,,,"True","1484-1","",""
356,"1489","1","Town","Vehicles","1989","Mobile Car Crane",2,174,,12.75,,"True","1489-1","",""
357,"1490","1","Town","Shops and Services","1990","LEGO Bank",3,187,,,,"True","1490-1","",""
358,"1491","1","Castle","Black Knights","1992","Dual Defender",2,48,,,,"True","1491-1","",""
359,"1492","1","Pirates","","1992","Battle Cove",1,26,,,,"True","1492-1","","042884014926"
9409,"1495","1","Basic","Universal Building Set","1988","Basic Building Set Trial Size",,26,,,,"False","","",""
360,"1496","1","Town","Racing","1987","Rally Car",1,52,,,,"True","1496-1","",""
361,"1497","1","Town","Racing","1987","Pitstop and Crew",2,124,,,,"True","1497-1","",""
362,"1498","1","Space","Classic","1987","Spy-Bot",,62,,,,"True","1498-1","",""
363,"1499","1","Space","Classic","1987","Twin Starfire",2,89,,,,"True","1499-1","",""
5001,"1501","1","Duplo","","1988","Yellow Bucket",,68,,,,"True","1501-1","",""
364,"1502","1","Town","Bonus/Value Pack","1987","Two Pick Set",,176,,,,"False","","",""
9767,"1503","1","Duplo","","1986","Car Building Set",1,7,,,,"False","","",""
6318,"1504","1","Basic","","1994","Family Bucket, 3+",,,,,,"False","","",""
9768,"1504","2","Duplo","","1986","House Building Set",1,13,,,,"False","","",""
9766,"1505","1","Duplo","Bonus/Value Pack","1986","House and Car Building Sets",,20,,,,"True","1505-1","",""
365,"1506","1","Town","Bonus/Value Pack","1986","Town Value Pack",,100,,,,"True","1506-1","",""
366,"1507","1","Space","Bonus/Value Pack","1986","Special Two-Set Space Pack",,96,,,,"True","1507-1","",""
367,"1509","1","Town","Bonus/Value Pack","1987","Town Value Pack",,176,,,,"True","1509-1","",""
368,"1510","1","Space","Bonus/Value Pack","1987","Special Two-Set Space Pack",,151,,,,"True","1510-1","",""
7409,"1512","1","Dacta","","1972","Denken mit Lego",,250,,,,"True","1512-1","",""
9402,"1512","2","Basic","Universal Building Set","1985","Basic Set with Storage Case",1,99,,,,"False","","",""
6941,"1513","1","Basic","","1989","Universal Building Set",,66,,,,"True","1513-1","",""
7295,"1513","2","Dacta","","1972","Denken mit Lego",1,900,,,,"True","1513-2","",""
9408,"1514","1","Basic","Universal Building Set","1988","Basic Building Set Trial Size",,46,,,,"False","","",""
369,"1515","1","Gear","Pens","2000","Classic Pen Series 1",,,,,,"True","1515-1","",""
370,"1515","2","Town","Bonus/Value Pack","1989","Town Value Pack",,105,,,,"True","1515-2","",""
372,"1516","1","Fabuland","","1987","Promotional Set",2,23,,,,"True","1516-2","",""
371,"1516","2","Gear","Pens","2000","Decoder Pen Series 1",,,,,,"True","1516-1","",""
373,"1517","1","Town","Racing","1989","Black Racing Car",1,32,,,,"True","1517-1","",""
374,"1517","2","Gear","Pens","2000","Hieroglyph Pen Series 1",,,,,,"True","1517-2","",""
375,"1518","1","Town","Racing","1989","Racing Service Crew",2,73,,,,"True","1518-1","",""
376,"1518","2","Gear","Pens","2000","Race Pen Series 1",,,,,,"True","1518-2","",""
377,"1519","1","Gear","Pens","2000","Sport Pen Series 1",,,,,,"False","","",""
6183,"1520","1","Basic","","1985","Basic Building Set with Storage Case",1,210,,,,"True","1520-1","",""
378,"1520","2","Gear","Pens","2000","Adventure Pen Series 1",,,,,,"True","1520-2","",""
9411,"1521","1","Basic","Universal Building Set","1989","Basic Building Set Trial Size",,24,,,,"False","","",""
379,"1522","1","Gear","Pens","2000","Soccer Pen Series 2",,,,,,"False","","",""
9410,"1522","2","Basic","Universal Building Set","1989","Basic Building Set Trial Size",,44,,,,"False","","",""
380,"1523","1","Gear","Pens","2000","Arctic Pen Series 2",,,,,,"True","1523-1","",""
381,"1524","1","Gear","Pens","2000","Dino Island Pen Series 2",1,,,,,"True","1524-1","",""
382,"1524","2","Basic","","1986","Basic Building Set",,38,,,,"False","","",""
383,"1525","1","Town","Vehicles","1985","LEGO Container Lorry",1,154,,,,"True","1525-1","",""
384,"1525","2","Gear","Pens","2000","World Pen Series 2",,,,,,"True","1525-2","",""
385,"1526","1","Space","Classic","1986"," Unknown",,104,,,,"True","1526-1","",""
386,"1528","1","Town","Racing","1986","Dragster",1,21,,,,"True","1528-1","",""
387,"1528","2","Gear","Pens","2001","Pen Baseball",,,,,,"True","1528-2","",""
388,"1529","1","Gear","Pens","2001","Pen Basketball",,,,,,"True","1529-1","",""
389,"1530","1","Gear","Pens","2001","Pen Football",,,,,,"True","1530-1","",""
5383,"1530","2","Space","Bonus/Value Pack","1988","Space Value Pack",,91,,,,"False","","",""
390,"1532","1","Gear","Pens","2001","Pen Aquazone",,,,,,"True","1532-1","",""
391,"1533","1","Gear","Pens","2001","Pen Mini Figure Faces",,,,,,"True","1533-1","",""
392,"1534","1","Gear","Pens","2001","Pen Legoland",,,,,,"True","1534-1","",""
393,"1535","1","Gear","Pens","2001","Pen Knights' Kingdom",,,,,,"True","1535-1","",""
394,"1537","1","Gear","Pens","2001","Pen Dream Star",,,,,,"True","1537-1","",""
395,"1538","1","Gear","Pens","2001","Pen Safari",,,,,,"True","1538-1","",""
396,"1539","1","Gear","Pens","2001","Pen Classic II",,,,,,"True","1539-1","",""
398,"1542","1","Gear","Pens","2002","Pen Jack Stone",,,,,,"True","1542-1","",""
399,"1543","1","Gear","Pens","2002","Pen Belville",,,,,,"True","1543-1","",""
400,"1544","1","Duplo","","1988","Duplo Building Set",2,55,,,,"True","1544-1","",""
401,"1545","1","Gear","Pens","2002","Pen Alpha Team",,,,,,"False","","",""
5504,"1545","2","Basic","","1992","Build-A-Rabbit",,27,,,,"True","1545-2","",""
402,"1546","1","Gear","Pens","2002","Pen Racers",1,,,,,"True","1546-1","",""
403,"1547","1","Castle","Black Knights","1993","Black Knights Boat",2,58,,4.25,,"True","1547-1","",""
404,"1548","1","Promotional","Ferries","1991","Stena Line Ferry",,172,,,,"True","1548-1","",""
405,"1548","2","Basic","","1985","Helicopter",,36,,,,"True","1548-2","",""
406,"1549","1","Basic","Seasonal","1992","Santa and Chimney",,62,,,,"True","1549-1","",""
407,"1550","1","LEGOLAND","","1972","Sterling Super Caravelle",,49,,,,"True","1550-1","",""
408,"1551","1","Basic","","1985","Duck",,6,,0.4,,"True","1551-1","",""
409,"1551","2","LEGOLAND","","1972","Sterling Baggage Train",,49,,,,"True","1551-2","",""
410,"1552","1","Town","Special","1985","Maersk Truck and Trailer Unit",1,352,,,,"True","1552-1","",""
7980,"1552","2","LEGOLAND","","1974","Sterling Boeing 727",,49,,,,"True","1552-2","",""
411,"1554","1","Promotional","Ferries","1986","Silja Line Ferry",,176,,,,"True","1554-1","",""
412,"1555","1","Basic","Seasonal","1986","Santa Claus",,19,,1,,"True","1555-1","",""
413,"1555","2","LEGOLAND","Town","1978","Sterling Airways Aircraft",,44,,,,"True","1555-2","",""
414,"1557","1","Space","Classic","1986","Scooter",1,26,,,,"True","1557-1","",""
415,"1558","1","Space","Classic","1986","Mobile Command Trailer",2,70,,,,"True","1558-1","",""
416,"1559","1","Duplo","","1992","Clown Car",1,3,,,,"False","","",""
419,"1560","1","Town","Special","1994","Glory Glider",1,45,,,,"True","1560-1","","042884015602"
418,"1560","2","LEGOLAND","","1976","Airliner",,26,,,,"True","1560-2","",""
9403,"1560","3","Basic","Universal Building Set","1985","Basic Building Set",,27,,,,"False","","",""
421,"1561","1","Town","Special","1994","Stunt Chopper",1,61,,,,"True","1561-1","","042884015619"
420,"1561","2","Building Set with People","","1976","Airline Staff",,30,,,,"True","1561-2","",""
423,"1562","1","Town","Special","1994","Wave Jumper",1,36,,,,"True","1562-1","","042884015626"
422,"1562","2","LEGOLAND","","1976","Biplane",,25,,,,"True","1562-2","",""
424,"1563","1","Town","Special","1994","Track Blaster",1,30,,,,"True","1563-1","","042884015633"
426,"1572","1","Town","Vehicles","1986","Super Tow Truck",1,79,,,,"True","1572-1","",""
427,"1575","1","Promotional","Ferries","1977","Finnjet Ferry",,506,,,,"True","1575-1","",""
5921,"1575","2","Basic","","1987","Basic Set 5+ with Board Game",1,230,,,,"False","","",""
428,"1576","1","Duplo","","1994","Happy Face Carry Case",,30,,,,"False","","",""
6158,"1577","1","Basic","","1988","Basic Set 3+",1,216,,,,"True","1577-1","",""
429,"1579","1","Duplo","","1993","Animal Fun",,30,,,,"True","1579-1","",""
430,"1580","1","Space","Classic","1986","Lunar Scout",1,72,,,,"True","1580-1","",""
431,"1580","2","Promotional","Ferries","1977","Silja Line Ferry",,414,,,,"True","1580-2","",""
432,"1581","1","Promotional","Ferries","1981","Silja Line Ferry",,182,,,,"True","1581-1","",""
